Category,Name,Description,Values,Default value
Sketcher,sketcher_disp_weak_dimensions,Yes - weak dimensions will be displayed; No - weak dimensions will not be displayed.,"yes, no",yes
Sketcher,sketcher_equal_length_constr,Yes - equal length constraints will be used by Intent Manager; No - equal length constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_equal_radii_constr,Yes - equal radii constraints will be used by Intent Manager; No - equal radii constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_grid_angle,Enter a grid angle value to override the default grid angle value.,,0
Sketcher,sketcher_grid_line_quantity,Enter number of radial lines for radial grid.,,12
Sketcher,sketcher_grid_radius_spacing,Enter a radial grid spacing value to override the default radial grid spacing value.,,1
Sketcher,sketcher_grid_type,Set grid type to be Cartesian or Polar.,"cartesian, polar",cartesian
Sketcher,sketcher_highlight_open_ends,Yes - Highlights open ends of sketched entities in Sketcher. No - Does not highlight open ends of sketched entities in Sketcher.,"yes, no",yes
Sketcher,sketcher_import_exact_geom,During import in sketcher use exact geometry.,"yes, no",yes
Sketcher,sketcher_known_dim_on_ref_ent,"YES - create known dimensions on known geometry, NO - create reference dimensions on known geometry","yes, no",yes
Sketcher,sketcher_line_width,Defines the lines thickness used for sketched geometry. The available range is 1.0 - 3.0.,,1
Sketcher,sketcher_lineup_hor_constr,Yes - line up horizontal constraints will be used by Intent Manager; No - line up horizontal constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_lineup_ver_constr,Yes - line up vertical constraints will be used by Intent Manager; No - line up vertical constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_lock_modified_dims,Yes - modified dimensions will be locked; No - modified dimensions will not be locked.,"yes, no",no
Sketcher,sketcher_midpoint_constr,Yes - midpoint constraints will be used by Intent Manager; No - midpoint constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_parallel_constr,Yes - parallel constraints will be used by Intent Manager; No - parallel constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_perpendicular_constr,Yes - perpendicular constraints will be used by Intent Manager; No - perpendicular constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_point_on_entity_constr,Yes - point on entity constraints will be used by Intent Manager; No - point on entity constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_refit_after_dim_modify,Refits section after dimension modification in 2D section or when creating the first feature.,"yes, no",yes
Sketcher,sketcher_same_point_constr,Yes - same points constraints will be used by Intent Manager; No - same points constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_save_preview_image,This option controls whether section files should be saved with embedded image information which can be used to preview sections in File/Open dialog.,"yes, no",no
Sketcher,sketcher_set_grid_method,"""Dynamic"" - grid spacing is determined by the system based on zoom factor, ""Static"" - grid spacing is fixed and set by the user.","dynamic, static",dynamic
Sketcher,sketcher_set_grid_x_major,Enter the number of grid lines per major line in x axis.,,5
Sketcher,sketcher_set_grid_x_spacing,Enter an x-grid spacing value to override the default x-grid spacing value.,,1
Sketcher,sketcher_set_grid_y_major,Enter the number of grid lines per major line in y axis.,,5
Sketcher,sketcher_set_grid_y_spacing,Enter a y-grid spacing value to override the default y-grid spacing value.,,1
Sketcher,sketcher_shade_closed_loops,"yes-closed loops in sketcher will be displayed as shaded, no-closed loops in sketcher will not be displayed as shaded","yes, no",yes
Sketcher,sketcher_snap_model_geometry,Controls whether to allow snapping to model geometry in sketches,"yes, no",yes
Sketcher,sketcher_snap_sensitivity,Adjusts the sensitivity of the snapping to geometry.,"high, medium, low, very_high, very_low",very_high
Sketcher,sketcher_starts_in_2d,Defines initial model orientation in Sketcher mode. Yes - (2D orientation) Looking directly at section (sketching) plane. No - (Orientation unchanged) Sketch directly on the 3D part.,"yes, no",no
Sketcher,sketcher_symmetric_constr,Yes - symmetric constraints will be used by Intent Manager; No - symmetric constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_tangent_constr,Yes - tangent constraints will be used by Intent Manager; No - tangent constraints will not be used by Intent Manager.,"yes, no",yes
Sketcher,sketcher_undo_reorient_view,Controls the ability to Undo view reorientation while in Sketcher. Yes - it is possible to Undo view reorientation in Sketcher.,"yes, no",no
Sketcher,sketcher_undo_stack_limit,Sketcher saves a copy of each function performed. The number of possible saved functions depend on the number specified in the option. The undo menu can be used to remove the stored functions.,,200
Style Feature,advanced_style_surface_edit,Use advanced options by default for Surface Edit in Style.,"yes, no",no
Style Feature,keep_style_items_hidden_on_exit,Keep style entities hidden after exiting of the Style feature definition.,"yes, no",no
Style Feature,style_auto_regen_curves,Yes - Enable autoregeneration of curves.,"yes, no",yes
Style Feature,style_auto_regen_shaded_surface,Yes - Enable autoregeneration of shaded surfaces.,"yes, no",yes
Style Feature,style_auto_regen_surface,Yes - Enable autoregeneration of surfaces.,"yes, no",yes
Style Feature,style_connection_arrow_scale,Set scale factor of surface connection arrow. Number should be greater then 0.,,1
Style Feature,style_default_connections,Yes - Add connections to a newly created Style surface.,"yes, no",yes
Style Feature,style_display_grid,Yes - Display grid for active datum plane.,"yes, no",yes
Style Feature,style_grid_spacing,Set the number of lines to display on the grid. Number should be equal or greater than 2.,,5
Style Feature,style_merge_surfaces,Merge surfaces on exit from the Style Feature,"yes, no",yes
Style Feature,style_surface_mesh_display,On - Display surfaces mesh. Off - Do not display surfaces mesh. Off When Shaded - Display surfaces mesh except when shaded.,"off, on, off when shaded",off when shaded
Style Feature,style_surface_mesh_quality,Sets the quality of the surface mesh. Values range is between 0.1 to 10.,,1
System,allow_float_opt_checkout,Yes - Allows checkout failure for floating modules.,"yes, no",no
System,auto_traceback,"""always"": a traceback file will be generated when a fatal error occurs. ""yes"", ""ask"": ask the user whether to generate a traceback. ""no"", ""never"": no traceback will be generated.","yes, no, never, ask, always",always
System,browser_limit_to_ie9_mode,Limit Internet Explorer to IE9 standard mode even if higher version is installed.,"yes, no",no
System,cmdmgr_trail_output,Trail file and mapkey output will include system instructions that are independent of user interface configuration when available (typically menu bar and toolbar options).,"yes, no",yes
System,cpus_to_use,Set up the number of threads including main thread,,number of (logical) processors on the machine
System,csv_format_delimeter,"Define the delimeter character in BOM format file: Comma, TAB, Semicolon, Space or other user-defined","comma, tab, semicolon, space",
System,display_ie8_warning_dialog,Show/Hide the warning dialog related to Internet Explorer 8 running in Compatibility Mode,"yes, no",yes
System,enable_tree_indep,Setup whether tree customization will allow separating the tree window from Creo window.,"yes, no",no
System,export_report_format,"Controls the format of the exported reports displayed in the embedded browser. Rich Text - Exports the report in Rich Text format, Comma Delimited - Exports the report in Comma Delimited format.","comma_delimited, rich_text",comma_delimited
System,fba_window_height,,,400
System,fba_window_width,,,400
System,general_undo_stack_limit,Setup the default number of entries in the top level Undo/Redo (default = 50).,,50
System,overlays_enabled,Yes - Enables Creo screens and menus to be placed on different overlay layers of the hardware graphics card. This frees memory for Creo use.,"yes, no",no
System,pick_aperture_radius,Specifies the size of the area about the mouse when making selections. Units are 1/1000 of screen size.,,7
System,protable_in_background,Yes - Starts Pro/TABLE editor in the background. Reduces time between pressing a menu button that uses Pro/TABLE and entering the data.,"yes, no",yes
System,saveunders_enabled,Yes - Enables Creo popup helptext and menus to retain the portion of the window they obscure to be used to restore the window image when they are dismissed.,"yes, no",yes
System,set_trail_single_step,Yes - Enables a trail file to be single-stepped by entering <CR>.,"yes, no",no
System,tablet_device_name,Specifies the name of a digitizing tablet.,,
System,trail_delay,Sets a delay in seconds between trail file steps.,,
System,trail_dir,Instructs Creo to create its trail file in the specified directory rather than in the startup directory.,,
System,train_file_path,"Specifies the default directory for training files. The path name must start from the root of the directory, for example, /home/users/library/training.",,
System,web_browser_history_days,Enter number of days to store history records.,,20
System,web_browser_homepage,Enter location of Creo browser home page.,,<creo_loadpoint>\help\usascii\resource_center_index.html
System,web_browser_in_separate_window,"Specifies whether Creo web browser should be launched as a separate window. When set to Yes the browser will be displayed as a separate window. The default, No, will result in the browser being embedded in the Creo application window.","yes, no",no
System,windows_browser_type,Select the type of embedded browser to use.,"ie_browser, chromium_browser",ie_browser
Update Control,boolean_feat_update_state,AUTO - New Boolean features are created with Automatic Update setting. MANUAL - New Boolean features are created with Manual Update setting. NO_DEPENDENCY - New Boolean features are created with No Dependency setting.,"manual, auto, no_dependency",auto
Update Control,child_of_layout_backup_update,Set the default update state for a child referencing the layout feature's geometry.,"manual, auto, notify",auto
Update Control,copied_feat_refs_update_state,State for newly created geometry backups for feature references. Auto update automatically; Manual - update upon request; Notify- update upon request and provide notification about outdatedness; No Dependency break connection to the original reference.,"manual, auto, notify, no_dependency",auto
Update Control,copied_place_refs_update_state,Copied Placement References Update,"manual, auto, notify, no_dependency",auto
Update Control,direct_child_of_layout_update,Set the default update state for a child directly referencing the layout model through layout feature.,"manual, auto, notify",notify
Update Control,individual_child_update,Allow individual update control for children of layout feature.,"yes, no",yes
Update Control,new_cg_update_state,Set the default update state for newly created Copy Geometry features relative to the reference model.,"manual, auto, notify",auto
Update Control,new_layout_feature_update_state,Define the default update state of a new DSF created.,"manual, auto, notify",notify
Update Control,retrieve_data_sharing_ref_parts,"Define whether the reference model of data sharing feature set to automatic update or manual update with notification, will be retrieved to the session by default.","yes, no, ignore_missing",no
User Interface,ae_propagate_detail_dependency,"Sets the AE detail dependency for AE's that are locally propagated. If set to independent, the AE's parameter call outs will update to other propagated AEs parameters.","dependent, independent",dependent
User Interface,af_copy_references_flag,Toggle display of Copy References column in Annotation Feature definition dialog,"yes, no",no
User Interface,allow_confirm_window,Display a confirmation window when exiting Creo. This enables you to use the mouse to confirm/cancel exiting Creo.,"yes, no",yes
User Interface,auto_ae_param_file,Define path and file name of external file used to define parameters that are automatically created in all Annotation Elements.,,
User Interface,auto_include_annot_plane,Control the default setting of the check box in the Propagate annotation dialog box which controls whether to pass all annotations plane references.,"yes, no",yes
User Interface,auto_propagate_ae,"Yes - causes the automatic, local propagation of AE's after a supported feature has been created.","yes, no",no
User Interface,auxapp_popup_menu_info,Enable display of popup menu info in the trail file.,"yes, no",no
User Interface,bm_graph_tool,BMX graph tool,"default, excel_linked, excel_embedded",default
User Interface,bmgr_pref_file,Specifies the location of the Graph Tool preference file.,,
User Interface,button_name_in_help,"Yes - The name and menu of any selected menu option displays, in English, in the help text associated with that button.","yes, no",no
User Interface,daystoshow_expirydialog,Set the number of days to show license expiry dialog box before expiration,,15
User Interface,default_ui_font,"Sets font for text other than menu bar, menus and their children, and pop-up menus and help. Add comma-delimited variables in any order (italic bold, 24, times or 24, times, italic bold have the same effect). Any omitted variable uses standard setting.",,
User Interface,dialog_translation,Specifies the language in which the dialog display when running non-English version of Creo.,"yes, no",yes
User Interface,enable_popup_help,Controls pop-up help in dialog boxes. Yes - Help enabled. No - Help disabled.,"yes, no",yes
User Interface,fonts_size,Determines the relative size of the text in menus and dialog boxes. You must restart Creo for the change to take effect.,"medium, small, large",
User Interface,help_translation,Specifies the language in which the short help messages display when running non-English versions of Creo. Yes - Display in native language. No - Display in English.,"yes, no",yes
User Interface,iconify_entire_pro,Determines how many other Creo windows/menus are iconified when one window is iconified. Yes - All the windows and menus are iconified. No - Only the selected window is iconified.,"yes, no",yes
User Interface,kbd_cmd_abbreviation,On - Enables use of abbreviations when entering menu commands from the keyboard.,"off, on",off
User Interface,kbd_selection,Provides the ability to select locations in the graphics area via the keyboard.  Yes - Selection in the graphics area may be performed via the keyboard.  No - Selection in the graphics area requires a mouse.,"yes, no",no
User Interface,load_ui_customization_run_dir,Enables the loading of the UI customization file (.ui) if located in the run directory,"yes, no",no
User Interface,mdl_tree_cfg_file,Specifies the Model Tree configuration file to be loaded when Creo is started.,,
User Interface,menu_font,"Specify font used in the Creo menu bar, menus, and all their children. Specify the comma-delimited variables in any order (italic bold, 24, times or 24, times, italic bold have the same effect). Any omitted variable uses the standard setting.",,
User Interface,menu_manager_position,"Controls the position of the Menu Manager.  outside - Top left corner of Menu Manager is aligned to top right corner of window, inside - Top right corner of Menu Manager is aligned to top right corner of graphics area,  adaptive - Menu Manager is positioned outside if there is enough room, otherwise it is positioned inside.","inside, outside, adaptive",adaptive
User Interface,menu_mapper_location,Specify your own URL for the Menu Mapper button in the help menu.,,
User Interface,menu_translation,Specifies the language in which the menus display when running non-English version of Creo.,"yes, no, both",yes
User Interface,modeltree_show_gen_of_instance,Determines whether the generic name is displayed as an extension of the instance name in the model tree and other model name lists.,"yes, no",yes
User Interface,msg_translation,Specifies language in which Messages are displayed when running non-English version of Creo.,"yes, no",yes
User Interface,native_kbd_macros,"Specifies support of keyboard macros written in native language (for example, German).","yes, no",no
User Interface,new_parameter_ui,Enable the new parameter editor and user interface.,"yes, no",yes
User Interface,new_relation_ui,Enable the new relations editor and user interface.,"yes, no",yes
User Interface,online_resources_location,Specify your own URL for the Online Resources button in the help menu.,,
User Interface,open_window_maximized,"Open any new Creo window maximized by default. This config will override ""reserve_menu_space"" option.","yes, no",no
User Interface,param_dec_places,Sets the number of decimal places (0-14) to display in parameters.,,6
User Interface,parameter_dialog_setup_file,Setup for the parameter dialog configuration file.,,
User Interface,part_table_editor,Sets the editor that is used to edit notebook parameter tables. Protab - Use Pro/TABLE. Editor - Use the system editor (refer to pro_editor_command).,"protab, editor, excel",
User Interface,pattern_relations_copy,Determines whether relations of pattern leader are inherited by pattern members.,"yes, no",yes
User Interface,popuphelp_font,"Specify font used in the Creo pop-up help. Add the comma-delimited variables in any order (italic bold, 24, times or 24, times, italic bold have the same effect). Any omitted variable uses the standard setting.",,
User Interface,pro_editor_command,Enables use of an editor other than the system editor when the option editor has been specified as the value for the options part_table_editor or relation_file_editor.,,
User Interface,prompt_on_exit,Determines if you are prompted to save objects when exiting a Creo Parametric session.,"yes, no",no
User Interface,propagate_inactive_annotation,Yes - causes the propagation of inactive annotation.,"yes, no",yes
User Interface,provide_pick_message_always,No - A message describing the (pre)selected item is provided only while querying. Yes - A message describing the selected item is provided in all cases (i.e. even when Query is not used).,"yes, no",no
User Interface,relation_file_editor,Sets the editor used to edit relations.,"protab, editor",editor
User Interface,reserved_menu_space,Reserves space for extra menus to the right of the Creo window (0.0-4.0). This option overrides windows_scale.,,1
User Interface,right_mouse_button_popup,Specify whether or not the right mouse button pop up menu is available or not.,"yes, no",yes
User Interface,selection_dragger_display_max,Threshold for the number of simultaneously selected items to not display draggers.,,100
User Interface,set_menu_width,Determines width of menu manager panels. Default value is equivalent to 8 character widths. Acceptable range is from 8 to 20. Values lower than 8 and higher than 20 are ignored.,,-1
User Interface,summary_help,Refers to the one-line help Messages that are either displayed or not displayed.,"yes, no",no
User Interface,suppress_dlg_license_expired,"Suppresses ""License expired: List of options and expiration days"" dialog",,7
User Interface,suppress_license_loss_dialog,Yes - Suppresses the 'Regained Floating License' dialog box. No - The 'Regained Floating License' dialog box will display.,"yes, no",no
User Interface,terminal_command,Specifies the full path to the terminal emulator command (the command that starts shell windows). Use the command for your system. Enter the complete path name and the terminal command.,,
User Interface,thermo_position_hint,"Enables you to position the thermometer-type scales whenever they appear, so that they do not overlap the Creo windows (if space permits, for example, if windows have been scaled).","no_window_overlap, window_overlap",window_overlap
User Interface,visible_mapkeys,No - Mapkeys will run without displaying picks being made in the Menu Manager menus. This does not affect the display of picks being made in menu bar menus or dialog boxes.,"yes, no",yes
User Interface,visible_message_lines,Sets the default number of visible message lines in the Creo message area.,,2
User Interface,windows_scale,Scales Creo windows with a given coefficient. A value of 0.85 is usually adequate to allow dynamic menus to display to the right of the Creo window.,,1
Weld,add_weld_mp,Yes - System includes welds when calculating mass properties and approximates lightweight weld mass properties. No - System excludes welds when calculating mass properties.,"yes, no",no
Weld,pro_weld_params_dir,Specifies the directory to search when a weld parameter file is needed.,,
Weld,weld_ask_xsec_refs,No - Do not ask for X-section references when creating weld features. Yes - Ask for X-section references when creating weld features.,"yes, no",no
Weld,weld_color,"Defines default weld color. The three decimal values specify (in order) percentage of red, green and blue in the resulting color. For example, 0 0 49 specifies a medium blue. Change in session using Tools>Colors>System.",,0.000000 0.000000 0.000000
Weld,weld_dec_places,Sets the default number of decimal places (0-10) to display in weld parameters.,,3
Weld,weld_edge_prep_driven_by,Determines if the edge preparation feature is created in the part or the  assembly level.,"part, assembly",part
Weld,weld_edge_prep_groove_angle,Specifies an initial default value for the angle cut edge preparation.,,45
Weld,weld_edge_prep_groove_depth,Specifies an initial default value for the edge preparation depth.,,0.25
Weld,weld_edge_prep_instance,Controls whether a family table instance is created for edge preparation. Yes - Instances of the components that receive edge preparation are created.,"yes, no",
Weld,weld_edge_prep_root_open,Specifies an initial default value for the root opening edge preparation.,,0.25
Weld,weld_edge_prep_visibility,Applies only if weld_edge_prep is set to Yes. Generic - Edge preparation features are resumed in the generic and suppressed in the instance. Instance - Edge preparation features are suppressed in the generic and resumed in the instance.,"generic, instance",
Weld,weld_geom_type_default,"Sets the default weld geometry type. Spot welds cannot use solid geometry. so when Solid is the default, spot welds are created using surface geometry.","solid, light, surface",surface
Weld,weld_notch_corner_radius,Specifies an initial default value for the radius at weld notch corner.,,0.1
Weld,weld_notch_height,Specifies an initial default value for the weld notch height.,,0.4
Weld,weld_notch_radius,Specifies an initial default value for the weld notch radius.,,0.5
Weld,weld_notch_width,Specifies an initial default value for the weld notch width.,,0.5
Weld,weld_ui_standard,Specifies standard for welding user interface. ANSI - Use ANSI standards. ISO - Use ISO standards.,"ansi, iso",ansi
Without category,accessory_window_above,Yes - Displays and keeps the accessory window above the active window. No - Does not keep the accessory window above the active window.,"yes, no",yes
Without category,accessory_window_display,Docked - Displays the accessory window embedded in the active window. Undocked - Displays the accessory window as a standalone window.,"undocked, docked",docked
Without category,aec_parameter_file,Specifies the file name of the user defined piping parameter codes.,,
Without category,allow_delete_many_in_drawings,Make the Delete Many command available in drawing mode. The Delete Many command is not supported by undo but can improve performance when deleting a significant number of items.,"yes, no",no
Without category,allow_duplicate_view_names,"Yes - allow duplicate view names.  No - disallow renaming to duplicate, warn when a drawing has existing duplicates.","yes, no",no
Without category,allow_workpiece_silhouette,Determines if the workpiece is allowed for Silhouette Mach Window creation. NO - only reference part is allowed; YES - both workpiece and reference part are allowed; AUTO - only workpiece is allowed.,"yes, no, auto",no
Without category,animation_imported_pbk_dir,Sets the default directory for the playback files to be used for Imported Animation.,,
Without category,anlfeat_update_on_redefine,Force full analysis feature update (like new) on redefinition,"yes, no",no
Without category,arc_radius_limit,"Sets the upper limit for a radius in a CIRCLE statement of NCL file. The value must be positive. If not, 10*part_size is used.",,-1
Without category,ask_designate_owners,Show the both required and optional owners to be designated.,"yes, no",yes
Without category,assemble_module_in_rep,Retrieves the assembled module to CSA in a specified representation.,,representative module variant
Without category,atb_search_path,Extends search path for ATB Update and ATB Check Status commands.,,
Without category,attach_menumanager,Setup menu manager attachment to the main Creo window.,"yes, no",no
Without category,auto_center_dimension,"Automatically centers the dimension text between witness lines. For common reference dimensions, controls the centering of the first dimension only.","yes, no",no
Without category,auto_clean_shown_dimensions,This option controls whether the clean dimensions routine is automatically applied for newly shown dimensions. When set to NO the dimensions will be shown using their default locations from the model.,"yes, no",yes
Without category,auto_eval_current_cnfg_rule,"If the option is ""yes"" simplified representation would be updated each time on retrieve/regeneration if it contains current configuration rule.","yes, no",yes
Without category,auto_show_3d_detail_items,"When set to yes, AEs parallel to the view will be displayed while creating a new view.","yes, no",yes
Without category,auto_update_default_dwg_model,Automatically update the default drawing model to one shown in a view on the current sheet.,"yes, no",yes
Without category,backup_reference_information,Yes-Backup the reference information of a feature once the feature regenerates successfully. No- Do not save the reference information of a feature.,"yes, no",yes
Without category,bmx_param_restrictions,Restricted parameters automatically violate constraints in any Design Study,"yes, no",yes
Without category,check_udf_int_key,Yes - updates UDF internal keys upon group's retrieval. No - skips keys update.,"yes, no",yes
Without category,chooser_preview_timeout,,,300
Without category,combined_state_type,Defines how a newly created combination state controls the visibility of annotations and supplemental geometry.  Mbd - visibility of annotations and supplemental geometry is controlled by combination state.  Semi_mbd - visibility of annotations is controlled by combination state; visibility of supplemental geometry is controlled by layers.  Nonmbd - visibility of annotations and supplemental geometry is controlled by layers.,"mbd, semi_mbd, non_mbd",semi_mbd
Without category,combined_views_customization,Enable / Disable combined views customization.,"yes, no",yes
Without category,comp_assemble_with_interface,Settings for assembling component with interface(s).,"none, default_multi, default_single, from_list",default_multi
Without category,comp_interface_placement,Sets the default interface placement type. Interface to geometry - place the component using component interfaces and assembly geometry. Interface to Interface - place the component using assembly and component interfaces.,"interface_to_interface, interface_to_geom",interface_to_interface
Without category,comp_normal_offset_eps,"Specifies the angle epsilon such that if the desired surfaces are equal or less than the epsilon (in degrees), then a normal constraint will be created.",,10
Without category,comp_placement_legacy_move,Show the legacy Move tab in the Component Placement dashboard,"yes, no",yes
Without category,comp_snap_angle_tolerance,Specify the angle tolerance for snapping while freeform dragging components. Default value is 30.0 degrees.,,30
Without category,comp_snap_dist_tolerance,Specify the distance tolerance for snapping while freeform dragging components.  Default value is 0.1 (relative to size of component being assembled).,,0.1
Without category,confirm_on_edit_foreign_models,Provides a confirmation dialog when attempting to make design changes to foreign models,"yes, no",yes
Without category,constraint_reference_redefine,keep_constraint_type - Adjusts the component position to keep the same constraint type. reset_constraint_type - Automatically changes the constraint type to keep the position of the component.,"keep_constraint_type, reset_constraint_type",keep_constraint_type
Without category,contact_surfaces_gap,Sets the maximum allowable gap between weld contact surfaces.,,0
Without category,convert_to_wf3_replace,Convert to Wildfire3 replace functionality.,"yes, no",no
Without category,copied_table_note_text_padding,"If set to 'source', notes in copied tables using pre-Wildfire 3 kerning/padding will continue to use the old appearance.  If set to 'new', they will be updated.","new, source",new
Without category,cosmetic_thread_match_tolerance,"Sets the tolerance, which is used in the analysis to match standard thread type and standard radius, to the selected thread surface.",,0.001
Without category,create_drw_sheet_thumbnails,Controls whether thumbnail images of drawing sheets will be generated and displayed with the drawing sheet tabs.  Setting this option to No may improve performance with large drawings.,"yes, no",yes
Without category,creotkdat,Specify the full path to an additional Toolkit registry file.,,
Without category,default_cable_axis_location,Sets the location type for axis. Choose Along to create one location at each end of the axis.,"on, along",on
Without category,default_geom_analysis_type,Default save type for geometry analysis.,"quick, saved, feature",quick
Without category,default_hole_top_clearance,"Sets the default for the Top Clearance option for the Hole feature to be  on, off, or determined automatically.","yes, no, auto",auto
Without category,default_ref_current_module_vrnt,Allow references to current design solution only.,"yes, no",yes
Without category,des_exp_folder,Sets the directory for the Design Exploration session. The default location is in a default system folder. Type a valid file path to change the directory to a user defined one.,,
Without category,designate_model_item_params,"When an object is designated, all parameters belonging to that object will be automatically designated as well.","yes, no",no
Without category,disp_in_open_rep_create,"Simplified Rep to display initially in Open Rep Create: ""No"" for none, ""Yes"" for graphics rep, or ""Default Rep"" to display the rep indicated by option ""open_simplified_rep_by_default"".","yes, no, default rep",no
Without category,display_all_dims,Controls the display of dimensions during dynamic edit.,"yes, no",yes
Without category,display_combined_views,Display combined view tabs by default,"yes, no",no
Without category,display_images,Yes - Display images added to the model. No - Do not display images.,"yes, no",yes
Without category,display_mapkeys_dialog_on_top,Controls whether mapkeys dialog will be displayed always on top (yes) or behind the main window (no).,"yes, no",no
Without category,display_pdm_server_quick_view,Yes - display summary view of PDM information for items in session. It applies to ProductPoint only.,"yes, no",yes
Without category,display_popup_viewer,"No- disable popup viewer, File_Open_Only: display popup viewer only in the file open dialog, Yes: display popup viewer in file open dialog, model tree and in Server Quick View dialog","yes, no, file_open_only",file_open_only
Without category,display_sketch_dims,Controls the display of sketch dimensions during dynamic edit.,"yes, no",yes
Without category,dm_enable_simple_import_export,Enable a simplified method of import/export between disk and Workspace.,"yes, no",yes
Without category,dm_pki_authentication_url,Specifies the authentication url for Single Sign On integration to Windchill with PKI (Public Key Infrastructure),,
Without category,dm_preview_searches_server,Search for files on the server while previewing.,"yes, no",yes
Without category,drilling_ui_diam_mode,Enables the diameter selection mode by default.,"yes, no",yes
Without category,drw_prompt_for_combined_state,Determines whether the combined state prompt will appear in a drawing when creating a view.,"yes, no",yes
Without category,dwg_unicode_conv_lang_scope,"Specifies scope of the option 'dwg_unicode_conversion_language'. '2D' to apply to 2D models only, 'ALL' to apply to all models.","all, 2d",2d
Without category,ecad_comp_follow_board,Sets the default value of the follow (board) surface option for an ECAD component.  Choosing Yes will allow placed components to follow the bending of the board.,"yes, no",yes
Without category,ecadcollab_auto_redef_cuts,Automatically redefine ECAD Cuts affected by collaboration changes,"yes, no",yes
Without category,edge_tess_quality,Set the accuracy level for arc tessellation.,"high, medium, low",low
Without category,enable_3dmodelspace_browser_tab,Yes - Display 3D ModelSpace tab in the browser when Creo starts. No - Display 3D ModelSpace tab only when you click a 3D ModelSpace link in the navigator.,"yes, no",yes
Without category,enable_face_preselection,"Controls the ability to ""pre-select"" faces/datums as an entry to Sketch based features such as Extrude, Revolve (input to the internal sketch).","yes, no",yes
Without category,enable_finishing_circ_record,Yes - Generates circle records for finishing sequence profile cuts when seqeunce parameter circ_interpolation is set to arc_only,"yes, no",no
Without category,enable_fsaa,Enable OpenGL full screen anti-aliasing.,"off, 2, 4, 8, 16",off
Without category,enable_obsoleted_features,,"yes, no",no
Without category,enable_offset_fan_curve,Enables fan curve option for offset tool.,"yes, no",no
Without category,enable_opengl_shader,"Enable advanced OpenGL capabilities including HDR lighting, Ambient Occlusion and Order Independent Transparency","yes, no",yes
Without category,enable_partcommunity_tab,Yes - Display PartCommunity tab in the browser. No - Do not display the tab.,"yes, no",yes
Without category,enable_single_char_keybrd_short,Enable single-character and shift+character keyboard shortcuts,"yes, no",yes
Without category,esr_mass_properties,Defines whether to include all immediate components of external simplified rep  into Mass Properties calculations or only defined state of design assembly.,"design_only, extended",design_only
Without category,export_profiles_acis,Acis profile path,,
Without category,export_profiles_amf,AMF profile path,,
Without category,export_profiles_cadds5,CADDS5 profile path,,
Without category,export_profiles_catia_v4,Catia V4 profile path,,
Without category,export_profiles_catia_v5,Catia V5 profile path,,
Without category,export_profiles_catia_v5_cgr,Catia V5 CGR profile path,,
Without category,export_profiles_creoview,Creo View profile path,,
Without category,export_profiles_dwg,DWG profile path,,
Without category,export_profiles_dxf,DXF profile path,,
Without category,export_profiles_iges,IGES profile path,,
Without category,export_profiles_inventor,Inventor profile path,,
Without category,export_profiles_jt,JT profile path,,
Without category,export_profiles_medusa,Medusa profile path,,
Without category,export_profiles_neutral,Neutral profile path,,
Without category,export_profiles_nx,NX profile path,,
Without category,export_profiles_optegra_vis,Optegra Vis profile path,,
Without category,export_profiles_parasolid,Parasolid profile path,,
Without category,export_profiles_render,Render profile path,,
Without category,export_profiles_solidworks,Solid Works Part & Assembly profile path,,
Without category,export_profiles_step,STEP profile path,,
Without category,export_profiles_stl,STL profile path,,
Without category,export_profiles_vda,VDA profile path,,
Without category,export_profiles_wavefront,Wavefront profile path,,
Without category,export_profiles_xpatch,Xpatch profile path,,
Without category,extended_context_prehighlight,Control pre-highlighting of extended context when over relevant commands,"yes, no",yes
Without category,fast_xsection_triangles_mode,"Yes - Interference will be shown automatically, No - interference will not be shown automatically.","yes, no",no
Without category,fasthlr_drawing,Specifies whether fast hidden line removal is on/off by default.,"yes, no",no
Without category,file_dialog_units_class,Sets the units for manikin attributes displayed in the File Open dialog.,"mks, ips",mks
Without category,file_timestamp_format,"Controls the format of time stamps in file dialogs and the folder browser. The format for the setting is a string consisting of up to seven portions: the year, the month, and the date, the hours, minutes, seconds and am/pm designator. You can enter the portions in any order.",,%dd-%mmm-%yy %hh:%mi:%ss %pm
Without category,flex_dflt_selection_srf_region,In Flexible Modeling mode sets the default selection filter option to surface regions.,"yes, no",no
Without category,flex_dma_reduce_solution_number,"Reduces the number of default solutions found in Flexible Modeling features, when modifying geometry with mixed convexity contours.","yes, no",yes
Without category,flex_tan_propagation_default,Defines default state of the Tangency Propagation option in Flexible Modeling features.,"off, on",off
